Response Substituted or Provided by Team,PCC.Crack-Joint Seal.,,,,,,,,,
"Mid-Panel Crack, 40% slabs, Low sev",Do Nothing,PCC.Crack-Joint Seal.Crack.40.Low.png,Do Nothing,PCC.Crack-Joint Seal.Crack.40.Low.png,PCC.Crack-Joint Seal.Crack.40.Low.png,Do Nothing,PCC.Partial.Crack.40.Low.png,PCC.Full-Depth.Crack.40.Low.png,Crack.40.Low.png,
"Mid-Panel Crack, 40% slabs,Modsev",Crack.40.Medium.png,PCC.Crack-Joint Seal.Crack.40.Medium.png,"PCC.Partial.Crack.40.Medium.png, or PCC.Full-Depth.Crack.40.Medium.png",Rehab/Reconstruct,"PCC.Partial.Crack.40.Medium.png, or PCC.Full-Depth.Crack.40.Medium.png",PCC.Crack-Joint Seal.Crack.40.Medium.png,PCC.Partial.Crack.40.Medium.png,PCC.Full-Depth.Crack.40.Medium.png,Crack.40.Medium.png,
"Mid-Panel Crack, 40% slabs, Hi sev",Crack.40.High.png,PCC.Full-Depth.Crack.40.High.png,PCC.Full-Depth.Crack.40.High.png,PCC.Recon.Crack.40.High.png,PCC.Full-Depth.Crack.40.High.png,PCC.Recon.Crack.40.High.png,PCC.Full-Depth.Crack.40.High.png,"PCC.PCC-Overlay.Crack.40.High.png, or PCC.AC-Overlay.Crack.40.High.png",Crack.40.High.png,
"Corner Brk, 10% slab, Low sev",Do Nothing,PCC.Crack-Joint Seal.Corner Brk.10.Low.png,Do Nothing,PCC.Crack-Joint Seal.Corner Brk.10.Low.png,PCC.Crack-Joint Seal.Corner Brk.10.Low.png,Do Nothing,PCC.Crack-Joint Seal.Corner Brk.10.Low.png,Do Nothing,Corner Brk.10.Low.png,
"Corner Brk, 10% slab, Mod sev",PCC.Full-Depth.Corner Brk.10.Medium.png,PCC.Crack-Joint Seal.Corner Brk.10.Medium.png,PCC.Full-Depth.Corner Brk.10.Medium.png,PCC.Crack-Joint Seal.Corner Brk.10.Medium.png,PCC.Full-Depth.Corner Brk.10.Medium.png,PCC.Crack-Joint Seal.Corner Brk.10.Medium.png,PCC.Crack-Joint Seal.Corner Brk.10.Medium.png,PCC.Full-Depth.Corner Brk.10.Medium.png,Corner Brk.10.Medium.png,
"Corner Brk, 10% slab, Hi  sev",PCC.Full-Depth.Corner Brk.10.High.png,PCC.Full-Depth.Corner Brk.10.High.png,PCC.Crack-Joint Seal.Corner Brk.10.High.png,PCC.Full-Depth.Corner Brk.10.High.png,PCC.Full-Depth.Corner Brk.10.High.png,PCC.Full-Depth.Corner Brk.10.High.png,PCC.Full-Depth.Corner Brk.10.High.png,PCC.Full-Depth.Corner Brk.10.High.png,Corner Brk.10.High.png,
"Corner Brk, 30% slab, Low sev",Do Nothing,PCC.Crack-Joint Seal.Corner Brk.30.Low.png,Do Nothing,PCC.Crack-Joint Seal.Corner Brk.30.Low.png,PCC.Crack-Joint Seal.Corner Brk.30.Low.png,Do Nothing,Do Nothing,PCC.Crack-Joint Seal.Corner Brk.30.Low.png,Corner Brk.30.Low.png,
"Corner Brk, 30% slab, Mod sev",PCC.Full-Depth.Corner_Brk.30.Medium.png,PCC.Crack-Joint Seal.Corner_Brk.30.Medium.png,PCC.Full-Depth.Corner_Brk.30.Medium.png,PCC.Crack-Joint Seal.Corner_Brk.30.Medium.png,PCC.Full-Depth.Corner_Brk.30.Medium.png,PCC.Crack-Joint Seal.Corner_Brk.30.Medium.png,PCC.Crack-Joint Seal.Corner_Brk.30.Medium.png,PCC.Full-Depth.Corner_Brk.30.Medium.png,Corner_Brk.30.Medium.png,
"Corner Brk, 30% slab, Hi sev",PCC.Full-Depth.Corner_Brk.30.High.png,PCC.Full-Depth.Corner_Brk.30.High.png,PCC.Crack-Joint Seal.Corner_Brk.30.High.png,PCC.Full-Depth.Corner_Brk.30.High.png,PCC.Crack-Joint Seal.Corner_Brk.30.High.png,PCC.Full-Depth.Corner_Brk.30.High.png,PCC.Full-Depth.Corner_Brk.30.High.png,"PCC.Full-Depth.Corner_Brk.30.High.png, or PCC.Recon.Corner_Brk.30.High.png",Corner_Brk.30.High.png,
"10% Shattered, Low sev",Do Nothing,PCC.Crack-Joint Seal.Shatter.10.Low.png,Do Nothing,PCC.Crack-Joint Seal.Shatter.10.Low.png,Do Nothing,PCC.Crack-Joint Seal.Shatter.10.Low.png,PCC.Crack-Joint Seal.Shatter.10.Low.png,PCC.Full-Depth.Shatter.10.Low.png,Shatter.10.Low.png,
"10% Shattered, Mod sev",PCC.Crack-Joint Seal.Shatter.10.Medium.png,PCC.Full-Depth.Shatter.10.Medium.png,PCC.Crack-Joint Seal.Shatter.10.Medium.png,PCC.Full-Depth.Shatter.10.Medium.png,PCC.Full-Depth.Shatter.10.Medium.png,PCC.Full-Depth.Shatter.10.Medium.png,PCC.Full-Depth.Shatter.10.Medium.png,PCC.Full-Depth.Shatter.10.Medium.png,Shatter.10.Medium.png,
"10% Shattered, Hi sev","PCC.PCC-Overlay.Shatter.10.High.png, or PCC.AC-Overlay.Shatter.10.High.png",PCC.Full-Depth.Shatter.10.High.png,PCC.Full-Depth.Shatter.10.High.png,PCC.Full-Depth.Shatter.10.High.png,PCC.Full-Depth.Shatter.10.High.png,PCC.Full-Depth.Shatter.10.High.png,PCC.Full-Depth.Shatter.10.High.png,PCC.Full-Depth.Shatter.10.High.png,Shatter.10.High.png,
"30% Shattered, Low sev",PCC.Full-Depth.Shatter.30.Low.png,PCC.Crack-Joint Seal.Shatter.30.Low.png,Do Nothing,PCC.Full-Depth.Shatter.30.Low.png,Do Nothing,PCC.Crack-Joint Seal.Shatter.30.Low.png,PCC.Crack-Joint Seal.Shatter.30.Low.png,PCC.Full-Depth.Shatter.30.Low.png,Shatter.30.Low.png,
"30% Shattered, Mod sev",PCC.Recon.Shatter.30.Medium.png,PCC.Full-Depth.Shatter.30.Medium.png,PCC.Full-Depth.Shatter.30.Medium.png,PCC.Recon.Shatter.30.Medium.png,PCC.Full-Depth.Shatter.30.Medium.png,PCC.Recon.Shatter.30.Medium.png,PCC.Full-Depth.Shatter.30.Medium.png,PCC.Recon.Shatter.30.Medium.png,Shatter.30.Medium.png,
"30% Shattered, Hi sev",PCC.Recon.Shatter.30.High.png,PCC.Full-Depth.Shatter.30.High.png,PCC.Full-Depth.Shatter.30.High.png,PCC.Recon.Shatter.30.High.png,PCC.Full-Depth.Shatter.30.High.png,PCC.Recon.Shatter.30.High.png,PCC.Full-Depth.Shatter.30.High.png,PCC.Recon.Shatter.30.High.png,Shatter.30.High.png,
"30% slabs, Patches Low sev",Do Nothing,Do Nothing,Do Nothing,Do Nothing,Do Nothing,Do Nothing,Do Nothing,Do Nothing,Patch.30.Low.png,
"30% slabs, Patches Med sev",Do Nothing,PCC.Partial.Patch.30.Medium.png,PCC.Full-Depth.Patch.30.Medium.png,Do Nothing,PCC.Partial.Patch.30.Medium.png,Do Nothing,PCC.Crack-Joint Seal.Patch.30.Medium.png,"Do Nothing, or PCC.Partial.Patch.30.Medium.png",Patch.30.Medium.png,
"30% slabs, Patches Hi sev",PCC.Partial.Patch.30.High.png,PCC.Full-Depth.Patch.30.High.png,PCC.Partial.Patch.30.High.png,PCC.Full-Depth.Patch.30.High.png,PCC.Partial.Patch.30.High.png,PCC.Full-Depth.Patch.30.High.png,PCC.Partial.Patch.30.High.png,PCC.Full-Depth.Patch.30.High.png,Patch.30.High.png,
"50% slabs, Patches Low sev",Do Nothing,Do Nothing,Do Nothing,Do Nothing,Do Nothing,Do Nothing,Do Nothing,Do Nothing,Patch.50.Low.png,
"50% slabs, Patches Med sev",PCC.Full-Depth.Patch.50.Medium.png,PCC.Partial.Patch.50.Medium.png,PCC.Full-Depth.Patch.50.Medium.png,PCC.Partial.Patch.50.Medium.png,PCC.Full-Depth.Patch.50.Medium.png,PCC.Partial.Patch.50.Medium.png,"PCC.PCC-Overlay.Patch.50.Medium.png, or PCC.AC-Overlay.Patch.50.Medium.png",PCC.Full-Depth.Patch.50.Medium.png,Patch.50.Medium.png,
"50% slabs, Patches Hi sev",Patch.50.High.png,PCC.Recon.Patch.50.High.png,"PCC.PCC-Overlay.Patch.50.High.png, or PCC.AC-Overlay.Patch.50.High.png",PCC.Full-Depth.Patch.50.High.png,"PCC.PCC-Overlay.Patch.50.High.png, or PCC.AC-Overlay.Patch.50.High.png",PCC.Recon.Patch.50.High.png,"PCC.PCC-Overlay.Patch.50.High.png, or PCC.AC-Overlay.Patch.50.High.png",PCC.Full-Depth.Patch.50.High.png,Patch.50.High.png,
10% slabs Fault Low sev,Do Nothing,PCC.Crack-Joint Seal.Fault.10.Low.png,PCC.Crack-Joint Seal.Fault.10.Low.png,Do Nothing,PCC.Crack-Joint Seal.Fault.10.Low.png,Do Nothing,PCC.Crack-Joint Seal.Fault.10.Low.png,Do Nothing,Fault.10.Low.png,
10% slabs Fault Med sev,PCC.Crack-Joint Seal.Fault.10.Medium.png,PCC.Grind.Fault.10.Medium.png,PCC.Crack-Joint Seal.Fault.10.Medium.png,PCC.Grind.Fault.10.Medium.png,PCC.Slab-Jack.Fault.10.Medium.png,PCC.Grind.Fault.10.Medium.png,PCC.Crack-Joint Seal.Fault.10.Medium.png,PCC.Slab-Jack.Fault.10.Medium.png,Fault.10.Medium.png,
10% slabs Fault Hi sev,PCC.Slab-Jack.Fault.10.High.png,PCC.Grind.Fault.10.High.png,PCC.Cross-Stitch.Fault.10.High.png,PCC.Slab-Jack.Fault.10.High.png,PCC.Grind.Fault.10.High.png,PCC.Slab-Jack.Fault.10.High.png,PCC.Grind.Fault.10.High.png,PCC.Slab-Jack.Fault.10.High.png,Fault.10.High.png,
30% slabs Fault Low sev,Fault.30.Low.png,PCC.Grind.Fault.30.Low.png,PCC.Grind.Fault.30.Low.png,Do Nothing,PCC.Crack-Joint Seal.Fault.30.Low.png,Do Nothing,PCC.Slab-Jack.Fault.30.Low.png,Do Nothing,Fault.30.Low.png,
30% slabs Fault Med sev,PCC.Cross-Stitch.Fault.30.Medium.png,PCC.Grind.Fault.30.Medium.png,PCC.Grind.Fault.30.Medium.png,Do Nothing,PCC.Slab-Jack.Fault.30.Medium.png,PCC.Grind.Fault.30.Medium.png,PCC.Grind.Fault.30.Medium.png,PCC.Slab-Jack.Fault.30.Medium.png,Fault.30.Medium.png,
30% slabs Fault Hi sev,PCC.Slab-Jack.Fault.30.High.png,PCC.Recon.Fault.30.High.png,PCC.Cross-Stitch.Fault.30.High.png,PCC.Slab-Jack.Fault.30.High.png,PCC.Recon.Fault.30.High.png,PCC.Slab-Jack.Fault.30.High.png,PCC.Slab-Jack.Fault.30.High.png,PCC.Recon.Fault.30.High.png,Fault.30.High.png,
,,,,,,,,,,
,"Local Category- Wet  Freeze Zone     ,LWF",,"Local Category- Dry  Freeze Zone      ,LDF",,"Local Category- Dry  No Freeze Zone        ,LDN",,"Local Category- Wet  No Freeze Zone        ,LWN",,,
Ques,Accept,Best,Accept,Best,Accept,Best,Accept,Best,,
"Joint seal 5 years, still GOOD",Do Nothing,Do Nothing,Do Nothing,Do Nothing,Do Nothing,Do Nothing,Do Nothing,Do Nothing,Joint.Still Good.png,
Joint Seal Low sev,Do Nothing,PCC.Crack-Joint Seal.Joint.Low.png,Do Nothing,PCC.Crack-Joint Seal.Joint.Low.png,Do Nothing,PCC.Crack-Joint Seal.Joint.Low.png,Do Nothing,PCC.Crack-Joint Seal.Joint.Low.png,Joint.Low.png,
Joint Seal Mod sev,Do Nothing,PCC.Crack-Joint Seal.Joint.Medium.png,Do Nothing,PCC.Crack-Joint Seal.Joint.Medium.png,Do Nothing,PCC.Crack-Joint Seal.Joint.Medium.png,PCC.Crack-Joint Seal.Joint.Medium.png,PCC.Crack-Joint Seal.Joint.Medium.png,Joint.Medium.png,
Joint Seal High sev,PCC.Crack-Joint Seal.Joint.High.png,PCC.Crack-Joint Seal.Joint.High.png,PCC.Crack-Joint Seal.Joint.High.png,PCC.Crack-Joint Seal.Joint.High.png,PCC.Crack-Joint Seal.Joint.High.png,PCC.Crack-Joint Seal.Joint.High.png,PCC.Crack-Joint Seal.Joint.High.png,PCC.Crack-Joint Seal.Joint.High.png,Joint.High.png,
Joint and Corner Spall Lowsev,"PCC.Crack-Joint Seal.Spall.Low.png, or PCC.Partial.Spall.Low.png",Do Nothing,"PCC.Crack-Joint Seal.Spall.Low.png, or PCC.Partial.Spall.Low.png",Do Nothing,"Do Nothing, or PCC.Partial.Spall.Low.png",PCC.Crack-Joint Seal.Spall.Low.png,PCC.Crack-Joint Seal.Spall.Low.png,Do Nothing,Spall.Low.png,
Joint and Corner Spall Mod sev,PCC.Partial.Spall.Medium.png,PCC.Crack-Joint Seal.Spall.Medium.png,PCC.Crack-Joint Seal.Spall.Medium.png,PCC.Partial.Spall.Medium.png,"Do Nothing, or PCC.Crack-Joint Seal.Spall.Medium.png",PCC.Partial.Spall.Medium.png,"Do Nothing, or PCC.Crack-Joint Seal.Spall.Medium.png",PCC.Partial.Spall.Medium.png,Spall.Medium.png,
Joint and Corner Spall High sev,PCC.Crack-Joint Seal.Spall.High.png,PCC.Partial.Spall.High.png,PCC.Partial.Spall.High.png,PCC.Partial.Spall.High.png,PCC.Crack-Joint Seal.Spall.High.png,PCC.Partial.Spall.High.png,PCC.Crack-Joint Seal.Spall.High.png,PCC.Partial.Spall.High.png,Spall.High.png,
"Mid-Panel Crack, 20% slabs, Low sev",Do Nothing,PCC.Crack-Joint Seal.Crack.20.Low.png,PCC.Crack-Joint Seal.Crack.20.Low.png,Do Nothing,Do Nothing,PCC.Crack-Joint Seal.Crack.20.Low.png,Do Nothing,PCC.Crack-Joint Seal.Crack.20.Low.png,Crack.20.Low.png,
"Mid-Panel Crack, 20% slabs, Mod sev",PCC.Crack-Joint Seal.Crack.20.Medium.png,PCC.Partial.Crack.20.Medium.png,"PCC.Partial.Crack.20.Medium.png, or PCC.Full-Depth.Crack.20.Medium.png",PCC.Crack-Joint Seal.Crack.20.Medium.png,Do Nothing,PCC.Crack-Joint Seal.Crack.20.Medium.png,Do Nothing,PCC.Crack-Joint Seal.Crack.20.Medium.png,Crack.20.Medium.png,
"Mid-Panel Crack, 20% slabs, Hi sev",PCC.Full-Depth.Crack.20.High.png,PCC.Partial.Crack.20.High.png,"PCC.PCC-Overlay.Crack.20.High.png, or PCC.AC-Overlay.Crack.20.High.png",PCC.Partial.Crack.20.High.png,PCC.Partial.Crack.20.High.png,PCC.Partial.Crack.20.High.png,PCC.Partial.Crack.20.High.png,PCC.Partial.Crack.20.High.png,Crack.20.High.png,
"Mid-Panel Crack, 40% slabs, Low sev",Do Nothing,PCC.Crack-Joint Seal.Crack.40.Low.png,PCC.Crack-Joint Seal.Crack.40.Low.png,Do Nothing,Do Nothing,PCC.Crack-Joint Seal.Crack.40.Low.png,Do Nothing,PCC.Crack-Joint Seal.Crack.40.Low.png,Crack.40.Low.png,
"Mid-Panel Crack, 40% slabs,Modsev","PCC.Partial.Crack.40.Medium.png, or PCC.PCC-Overlay.Crack.40.Medium.png, or PCC.AC-Overlay.Crack.40.Medium.png",PCC.Crack-Joint Seal.Crack.40.Medium.png,PCC.Partial.Crack.40.Medium.png,PCC.Crack-Joint Seal.Crack.40.Medium.png,Do Nothing,PCC.Crack-Joint Seal.Crack.40.Medium.png,PCC.Partial.Crack.40.Medium.png,PCC.Crack-Joint Seal.Crack.40.Medium.png,Crack.40.Medium.png,
"Mid-Panel Crack, 40% slabs, Hi sev",PCC.Full-Depth.Crack.40.High.png,PCC.Grind.Fault.30.High.png,PCC.Full-Depth.Crack.40.High.png,PCC.Recon.Crack.40.High.png,PCC.Crack-Joint Seal.Crack.40.High.png,PCC.Recon.Crack.40.High.png,PCC.Crack-Joint Seal.Crack.40.High.png,PCC.Recon.Crack.40.High.png,Crack.40.High.png,
"Corner Brk, 10% slab, Low sev",Do Nothing,PCC.Crack-Joint Seal.Corner Brk.10.Low.png,PCC.Crack-Joint Seal.Corner Brk.10.Low.png,Do Nothing,Do Nothing,PCC.Crack-Joint Seal.Corner Brk.10.Low.png,PCC.Crack-Joint Seal.Corner Brk.10.Low.png,Do Nothing,Corner Brk.10.Low.png,
"Corner Brk, 10% slab, Mod sev",PCC.Full-Depth.Corner Brk.10.Medium.png,PCC.Crack-Joint Seal.Corner Brk.10.Medium.png,PCC.Full-Depth.Corner Brk.10.Medium.png,PCC.Full-Depth.Corner Brk.10.Medium.png,PCC.Full-Depth.Corner Brk.10.Medium.png,PCC.Crack-Joint Seal.Corner Brk.10.Medium.png,PCC.Full-Depth.Corner Brk.10.Medium.png,PCC.Crack-Joint Seal.Corner Brk.10.Medium.png,Corner Brk.10.Medium.png,
"Corner Brk, 10% slab, Hi  sev",PCC.Full-Depth.Corner Brk.10.High.png,PCC.Full-Depth.Corner Brk.10.High.png,PCC.Full-Depth.Corner Brk.10.High.png,PCC.Full-Depth.Corner Brk.10.High.png,PCC.Crack-Joint Seal.Corner Brk.10.High.png,PCC.Full-Depth.Corner Brk.10.High.png,PCC.Crack-Joint Seal.Corner Brk.10.High.png,PCC.Full-Depth.Corner Brk.10.High.png,Corner Brk.10.High.png,
"Corner Brk, 30% slab, Low sev","Do Nothing, or PCC.Full-Depth.Corner Brk.30.Low.png",PCC.Crack-Joint Seal.Corner Brk.30.Low.png,PCC.Crack-Joint Seal.Corner Brk.30.Low.png,Do Nothing,Do Nothing,PCC.Crack-Joint Seal.Corner Brk.30.Low.png,Do Nothing,PCC.Crack-Joint Seal.Corner Brk.30.Low.png,Corner Brk.30.Low.png,
"Corner Brk, 30% slab, Mod sev",PCC.Crack-Joint Seal.Corner_Brk.30.Medium.png,PCC.Full-Depth.Corner_Brk.30.Medium.png,PCC.Crack-Joint Seal.Corner_Brk.30.Medium.png,PCC.Full-Depth.Corner_Brk.30.Medium.png,PCC.Full-Depth.Corner_Brk.30.Medium.png,PCC.Crack-Joint Seal.Corner_Brk.30.Medium.png,PCC.Full-Depth.Corner_Brk.30.Medium.png,PCC.Crack-Joint Seal.Corner_Brk.30.Medium.png,Corner_Brk.30.Medium.png,
"Corner Brk, 30% slab, Hi sev",PCC.Full-Depth.Corner_Brk.30.High.png,PCC.Full-Depth.Corner_Brk.30.High.png,PCC.Full-Depth.Corner_Brk.30.High.png,PCC.Recon.Corner_Brk.30.High.png,PCC.Full-Depth.Corner_Brk.30.High.png,PCC.Recon.Corner_Brk.30.High.png,PCC.Full-Depth.Corner_Brk.30.High.png,PCC.Recon.Corner_Brk.30.High.png,Corner_Brk.30.High.png,
"10% Shattered, Low sev",Do Nothing,PCC.Crack-Joint Seal.Shatter.10.Low.png,PCC.Crack-Joint Seal.Shatter.10.Low.png,Do Nothing,Do Nothing,PCC.Crack-Joint Seal.Shatter.10.Low.png,PCC.Full-Depth.Shatter.10.Low.png,PCC.Crack-Joint Seal.Shatter.10.Low.png,Shatter.10.Low.png,
"10% Shattered, Mod sev",PCC.Crack-Joint Seal.Shatter.10.Medium.png,PCC.Full-Depth.Shatter.10.Medium.png,PCC.Crack-Joint Seal.Shatter.10.Medium.png,Do Nothing,PCC.Crack-Joint Seal.Shatter.10.Medium.png,PCC.Full-Depth.Shatter.10.Medium.png,PCC.Crack-Joint Seal.Shatter.10.Medium.png,PCC.Full-Depth.Shatter.10.Medium.png,Shatter.10.Medium.png,
"10% Shattered, Hi sev",PCC.Full-Depth.Shatter.10.High.png,PCC.Full-Depth.Shatter.10.High.png,PCC.Full-Depth.Shatter.10.High.png,PCC.Full-Depth.Shatter.10.High.png,"PCC.PCC-Overlay.Shatter.10.High.png, or PCC.AC-Overlay.Shatter.10.High.png",PCC.Full-Depth.Shatter.10.High.png,"PCC.PCC-Overlay.Shatter.10.High.png, or PCC.AC-Overlay.Shatter.10.High.png",PCC.Full-Depth.Shatter.10.High.png,Shatter.10.High.png,
